metric	condition	nn_quantile	nn_threshold	floor	n_adjudicable	n_fired	n_correct	precision	recall	f1	coverage	mnxr_macro_precision	mnxr_macro_recall	mnxr_macro_f1	mnxr_mean_pred_size
whiten	twin	0.0	0.2226	0.6	1288	813	635	0.7811	0.493	0.6045	0.6312	0.7527	0.1663	0.2724	1.244
whiten	twin	0.0	0.2226	0.65	1288	773	620	0.8021	0.4814	0.6016	0.6002	0.775	0.1615	0.2674	1.23
whiten	twin	0.0	0.2226	0.7	1288	735	608	0.8272	0.472	0.6011	0.5707	0.8026	0.1593	0.2658	1.231
whiten	twin	0.0	0.2226	0.75	1288	700	592	0.8457	0.4596	0.5956	0.5435	0.8227	0.1546	0.2603	1.227
whiten	twin	0.0	0.2226	0.8	1288	655	584	0.8916	0.4534	0.6011	0.5085	0.8711	0.1522	0.2591	1.23
whiten	twin	0.0	0.2226	0.85	1288	627	572	0.9123	0.4441	0.5974	0.4868	0.8954	0.1497	0.2564	1.224
whiten	twin	0.0	0.2226	0.9	1288	581	543	0.9346	0.4216	0.5811	0.4511	0.9192	0.1431	0.2477	1.218
whiten	twin	0.05	0.3417	0.0	1288	1219	1005	0.8244	0.7803	0.8018	0.9464	0.4765	0.2816	0.354	7.987
whiten	twin	0.05	0.3417	0.05	1288	1219	946	0.776	0.7345	0.7547	0.9464	0.5217	0.2586	0.3458	4.348
whiten	twin	0.05	0.3417	0.1	1288	1210	883	0.7298	0.6856	0.707	0.9394	0.5562	0.2404	0.3357	2.722
whiten	twin	0.05	0.3417	0.15	1288	1188	832	0.7003	0.646	0.6721	0.9224	0.5717	0.2265	0.3244	2.061
whiten	twin	0.05	0.3417	0.2	1288	1155	793	0.6866	0.6157	0.6492	0.8967	0.5969	0.2168	0.3181	1.709
